loan_amnt,funded_amnt,term,int_rate,grade,sub_grade,annual_inc,purpose,loan_status,dti,installment,home_ownership,verification_status,emp_length,addr_state,Income Band,Default
28000,28000, 36 months,11.31,B,B3,82000.0,credit_card,Current,14.4,920.81,RENT,Verified,5 years,CA,High Income,0
7075,7075, 36 months,23.4,E,E1,19200.0,debt_consolidation,Current,30.34,275.35,RENT,Not Verified,10+ years,MO,Low Income,0
1000,1000, 36 months,23.4,E,E1,29000.0,debt_consolidation,Current,12.91,38.92,RENT,Not Verified,10+ years,MN,Low Income,0
5400,5400, 36 months,14.47,C,C2,25000.0,credit_card,Current,9.46,185.8,MORTGAGE,Source Verified,2 years,OK,Low Income,0
10000,10000, 36 months,19.92,D,D3,17440.0,credit_card,Current,39.5,371.23,OWN,Verified,10+ years,TN,Low Income,0
10000,10000, 36 months,14.47,C,C2,90000.0,credit_card,Current,16.07,344.07,RENT,Source Verified,7 years,OH,High Income,0
25000,25000, 36 months,16.91,C,C5,67000.0,debt_consolidation,Current,13.18,890.2,RENT,Source Verified,3 years,KS,Medium Income,0
6000,6000, 36 months,6.46,A,A1,27000.0,credit_card,Current,7.64,183.79,RENT,Not Verified,3 years,CA,Low Income,0
7000,7000, 36 months,10.33,B,B1,45581.0,debt_consolidation,Current,17.4,226.96,RENT,Not Verified,3 years,MA,Medium Income,0
30000,30000, 60 months,12.98,B,B5,113000.0,debt_consolidation,Current,16.26,682.29,MORTGAGE,Not Verified,2 years,MI,High Income,0
5000,5000, 36 months,16.14,C,C4,110000.0,other,Current,8.47,176.14,RENT,Not Verified,6 years,NJ,High Income,0
15000,15000, 36 months,15.02,C,C3,175000.0,home_improvement,Current,17.02,520.13,MORTGAGE,Source Verified,10+ years,NJ,Very High Income,0
15000,15000, 60 months,13.56,C,C1,75000.0,debt_consolidation,Current,11.79,345.62,MORTGAGE,Source Verified,4 years,NC,Medium Income,0
20000,20000, 36 months,14.47,C,C2,52000.0,debt_consolidation,Current,30.65,688.13,OWN,Source Verified,4 years,NE,Medium Income,0
20400,20400, 60 months,10.33,B,B1,140000.0,debt_consolidation,Current,5.04,436.76,MORTGAGE,Not Verified,10+ years,CO,Very High Income,0
20000,20000, 60 months,12.98,B,B5,40000.0,debt_consolidation,Current,27.54,454.86,RENT,Source Verified,< 1 year,CA,Low Income,0
8425,8425, 36 months,27.27,E,E5,450000.0,credit_card,Fully Paid,12.37,345.18,MORTGAGE,Verified,3 years,MA,Very High Income,0
21000,21000, 36 months,16.91,C,C5,68000.0,house,Current,9.16,747.77,OWN,Not Verified,< 1 year,FL,Medium Income,0
10000,10000, 36 months,14.47,C,C2,143000.0,debt_consolidation,Current,24.53,344.07,MORTGAGE,Not Verified,8 years,TX,Very High Income,0
15000,15000, 36 months,15.02,C,C3,42000.0,home_improvement,Current,12.17,520.13,MORTGAGE,Verified,10+ years,VA,Medium Income,0
24000,24000, 60 months,13.56,C,C1,75000.0,debt_consolidation,Current,15.54,552.98,MORTGAGE,Not Verified,10+ years,MI,Medium Income,0
15000,15000, 60 months,14.47,C,C2,280000.0,debt_consolidation,Current,16.15,352.69,RENT,Verified,9 years,IL,Very High Income,0
5000,5000, 36 months,10.72,B,B2,72000.0,credit_card,Current,11.42,163.04,OWN,Not Verified,5 years,CA,Medium Income,0
30000,30000, 60 months,20.89,D,D4,120000.0,debt_consolidation,Current,5.89,809.75,RENT,Source Verified,2 years,CA,High Income,0
35000,35000, 60 months,19.92,D,D3,68000.0,debt_consolidation,Current,50.67,925.73,MORTGAGE,Verified,10+ years,GA,Medium Income,0
3000,3000, 36 months,10.33,B,B1,40000.0,credit_card,Current,10.68,97.27,RENT,Source Verified,7 years,MI,Low Income,0
1000,1000, 36 months,6.46,A,A1,49989.0,credit_card,Current,15.43,30.64,MORTGAGE,Not Verified,3 years,NC,Medium Income,0
10000,10000, 60 months,14.47,C,C2,66931.0,debt_consolidation,Current,9.07,235.13,RENT,Not Verified,5 years,NY,Medium Income,0
5000,5000, 36 months,11.31,B,B3,13000.0,credit_card,Current,14.59,164.43,RENT,Not Verified,10+ years,PA,Low Income,0
16500,16500, 60 months,17.97,D,D1,37000.0,debt_consolidation,Current,52.09,418.73,MORTGAGE,Verified,5 years,TX,Low Income,0
6000,6000, 36 months,15.02,C,C3,30000.0,debt_consolidation,Current,17.48,208.06,MORTGAGE,Source Verified,5 years,NY,Low Income,0
35000,35000, 60 months,12.98,B,B5,211646.0,debt_consolidation,Current,15.09,796.0,MORTGAGE,Source Verified,7 years,TX,Very High Income,0
34575,34575, 60 months,17.97,D,D1,130000.0,home_improvement,Current,26.43,877.42,MORTGAGE,Source Verified,5 years,AZ,Very High Income,0
1200,1200, 36 months,17.97,D,D1,52000.0,vacation,Current,25.61,43.37,OWN,Not Verified,10+ years,IL,Medium Income,0
9600,9600, 36 months,12.98,B,B5,35704.0,home_improvement,Current,0.84,323.37,MORTGAGE,Not Verified,10+ years,KY,Low Income,0
4800,4800, 36 months,16.91,C,C5,38500.0,credit_card,Current,28.55,170.92,RENT,Source Verified,9 years,CO,Low Income,0
5000,5000, 36 months,22.35,D,D5,72000.0,debt_consolidation,Current,20.12,191.86,MORTGAGE,Source Verified,10+ years,FL,Medium Income,0
10000,10000, 60 months,12.98,B,B5,60000.0,credit_card,Current,14.9,227.43,RENT,Not Verified,9 years,KS,Medium Income,0
7500,7500, 36 months,10.72,B,B2,84000.0,debt_consolidation,Current,3.86,244.55,RENT,Not Verified,2 years,IL,High Income,0
16000,16000, 60 months,17.97,D,D1,35000.0,debt_consolidation,Current,23.94,406.04,RENT,Verified,2 years,CA,Low Income,0
7200,7200, 36 months,23.4,E,E1,56000.0,debt_consolidation,Current,28.01,280.22,RENT,Not Verified,2 years,NY,Medium Income,0
27975,27975, 36 months,14.47,C,C2,180000.0,credit_card,Current,11.47,962.52,MORTGAGE,Not Verified,10+ years,NY,Very High Income,0
16000,16000, 60 months,13.56,C,C1,46000.0,credit_card,Current,11.09,368.66,RENT,Not Verified,10+ years,TX,Medium Income,0
15000,15000, 36 months,10.72,B,B2,150000.0,debt_consolidation,Current,17.83,489.1,MORTGAGE,Not Verified,3 years,NH,Very High Income,0
9000,9000, 36 months,11.8,B,B4,85000.0,credit_card,Current,39.76,298.07,MORTGAGE,Source Verified,10+ years,WA,High Income,0
1000,1000, 36 months,18.94,D,D2,57000.0,debt_consolidation,Current,15.49,36.63,MORTGAGE,Source Verified,3 years,MD,Medium Income,0
28000,28000, 60 months,13.56,C,C1,128500.0,credit_card,Current,27.35,645.15,MORTGAGE,Source Verified,10+ years,TX,Very High Income,0
10000,10000, 36 months,11.31,B,B3,67427.0,major_purchase,Current,0.44,328.86,RENT,Source Verified,3 years,MA,Medium Income,0
25000,25000, 60 months,14.47,C,C2,110000.0,credit_card,Current,26.43,587.82,OWN,Not Verified,10+ years,NY,High Income,0
23000,23000, 36 months,11.31,B,B3,145000.0,debt_consolidation,Current,29.62,756.38,MORTGAGE,Source Verified,3 years,CO,Very High Income,0
25000,25000, 60 months,12.98,B,B5,85000.0,debt_consolidation,Current,36.67,568.58,MORTGAGE,Not Verified,10+ years,AL,High Income,0
15000,15000, 36 months,8.19,A,A4,92584.0,credit_card,Current,7.27,471.37,MORTGAGE,Not Verified,10+ years,FL,High Income,0
35000,35000, 60 months,18.94,D,D2,90000.0,other,Current,20.06,906.77,RENT,Verified,10+ years,NJ,High Income,0
5000,5000, 36 months,7.02,A,A2,26976.0,debt_consolidation,Current,9.74,154.44,RENT,Not Verified,4 years,WA,Low Income,0
35000,35000, 36 months,8.19,A,A4,325000.0,credit_card,Current,8.18,1099.85,MORTGAGE,Not Verified,10+ years,NJ,Very High Income,0
30000,30000, 36 months,16.91,C,C5,85000.0,credit_card,Current,22.31,1068.24,RENT,Source Verified,10+ years,VA,High Income,0
6600,6600, 36 months,8.19,A,A4,95000.0,debt_consolidation,Current,5.61,207.4,MORTGAGE,Not Verified,10+ years,OR,High Income,0
20300,20300, 60 months,10.33,B,B1,185000.0,other,Current,20.57,434.62,MORTGAGE,Not Verified,2 years,WA,Very High Income,0
4000,4000, 36 months,18.94,D,D2,57600.0,debt_consolidation,Current,10.17,146.51,RENT,Not Verified,1 year,OR,Medium Income,0
10000,10000, 36 months,7.56,A,A3,44000.0,home_improvement,Current,10.88,311.34,OWN,Not Verified,10+ years,OK,Medium Income,0
21000,21000, 60 months,22.35,D,D5,99000.0,debt_consolidation,Current,31.62,584.19,MORTGAGE,Source Verified,3 years,FL,High Income,0
10000,10000, 36 months,11.8,B,B4,80000.0,debt_consolidation,Current,18.04,331.19,MORTGAGE,Not Verified,7 years,IL,Medium Income,0
3000,3000, 36 months,8.19,A,A4,100000.0,home_improvement,Current,29.27,94.28,MORTGAGE,Not Verified,10+ years,CA,High Income,0
8000,8000, 36 months,12.98,B,B5,52000.0,debt_consolidation,Current,30.05,269.48,MORTGAGE,Not Verified,3 years,FL,Medium Income,0
1000,1000, 36 months,23.4,E,E1,35000.0,credit_card,Current,36.45,38.92,RENT,Source Verified,4 years,IL,Low Income,0
5100,5100, 36 months,7.02,A,A2,76000.0,credit_card,Current,26.54,157.52,MORTGAGE,Not Verified,10+ years,FL,Medium Income,0
4000,4000, 36 months,16.14,C,C4,64000.0,medical,Current,25.0,140.91,MORTGAGE,Not Verified,10+ years,NM,Medium Income,0
35000,35000, 60 months,17.97,D,D1,72000.0,home_improvement,Current,21.85,888.2,MORTGAGE,Not Verified,3 years,FL,Medium Income,0
4000,4000, 36 months,7.02,A,A2,60000.0,other,Current,17.18,123.55,OWN,Not Verified,10+ years,MI,Medium Income,0
10000,10000, 36 months,8.81,A,A5,95000.0,debt_consolidation,Current,10.31,317.12,RENT,Source Verified,10+ years,IN,High Income,0
20000,20000, 60 months,17.97,D,D1,57000.0,debt_consolidation,Fully Paid,22.18,507.55,RENT,Not Verified,4 years,WA,Medium Income,0
22000,22000, 60 months,12.98,B,B5,152000.0,debt_consolidation,Current,10.21,500.35,MORTGAGE,Not Verified,10+ years,OR,Very High Income,0
6600,6600, 36 months,11.31,B,B3,45000.0,credit_card,Fully Paid,16.21,217.05,RENT,Not Verified,10+ years,TX,Medium Income,0
3000,3000, 36 months,15.02,C,C3,95000.0,vacation,Current,11.47,104.03,MORTGAGE,Not Verified,5 years,CA,High Income,0
35000,35000, 60 months,22.35,D,D5,213000.0,debt_consolidation,Current,26.82,973.64,RENT,Not Verified,10+ years,VA,Very High Income,0
5000,5000, 36 months,19.92,D,D3,38200.0,debt_consolidation,Current,28.93,185.62,RENT,Source Verified,< 1 year,GA,Low Income,0
6025,6025, 36 months,14.47,C,C2,16800.0,credit_card,Current,4.29,207.3,RENT,Not Verified,4 years,MA,Low Income,0
21600,21600, 36 months,8.19,A,A4,84200.0,debt_consolidation,Current,28.93,678.77,MORTGAGE,Not Verified,10+ years,MN,High Income,0
7000,7000, 36 months,20.89,D,D4,65000.0,home_improvement,Current,30.45,263.34,MORTGAGE,Not Verified,10+ years,FL,Medium Income,0
10000,10000, 36 months,10.33,B,B1,96000.0,debt_consolidation,Current,19.1,324.23,RENT,Not Verified,2 years,GA,High Income,0
18000,18000, 36 months,14.47,C,C2,63000.0,debt_consolidation,Current,32.29,619.32,MORTGAGE,Source Verified,10+ years,MI,Medium Income,0
15000,15000, 60 months,18.94,D,D2,165000.0,debt_consolidation,Current,3.07,388.62,MORTGAGE,Source Verified,10+ years,TX,Very High Income,0
7000,7000, 36 months,12.98,B,B5,51000.0,credit_card,Current,21.53,235.8,MORTGAGE,Not Verified,2 years,OH,Medium Income,0
4500,4500, 36 months,10.33,B,B1,72000.0,debt_consolidation,Current,1.27,145.91,RENT,Not Verified,6 years,OR,Medium Income,0
5000,5000, 36 months,6.46,A,A1,120000.0,credit_card,Current,15.54,153.16,MORTGAGE,Not Verified,1 year,TX,High Income,0
10000,10000, 36 months,8.81,A,A5,62000.0,credit_card,Current,11.13,317.12,RENT,Source Verified,6 years,UT,Medium Income,0
6000,6000, 36 months,7.02,A,A2,65000.0,other,Current,20.05,185.32,MORTGAGE,Not Verified,8 years,WI,Medium Income,0
16000,16000, 36 months,8.81,A,A5,94000.0,credit_card,Current,14.91,507.39,MORTGAGE,Not Verified,5 years,FL,High Income,0
4500,4500, 36 months,11.8,B,B4,98650.0,other,Current,25.09,149.04,MORTGAGE,Source Verified,10+ years,NC,High Income,0
5000,5000, 36 months,18.94,D,D2,60000.0,medical,Current,13.75,183.13,MORTGAGE,Not Verified,6 years,CO,Medium Income,0
10000,10000, 36 months,10.72,B,B2,150000.0,credit_card,Current,15.83,326.07,MORTGAGE,Source Verified,3 years,PA,Very High Income,0
17425,17425, 36 months,20.89,D,D4,109000.0,debt_consolidation,Current,28.78,655.51,RENT,Not Verified,10+ years,FL,High Income,0
10000,10000, 36 months,14.47,C,C2,60000.0,other,Current,20.88,344.07,OWN,Not Verified,< 1 year,CA,Medium Income,0
2000,2000, 36 months,16.91,C,C5,71000.0,credit_card,Current,30.39,71.22,MORTGAGE,Source Verified,4 years,FL,Medium Income,0
5000,5000, 36 months,10.72,B,B2,72000.0,debt_consolidation,Current,30.25,163.04,RENT,Not Verified,10+ years,FL,Medium Income,0
1300,1300, 36 months,7.56,A,A3,80000.0,credit_card,Current,6.05,40.48,MORTGAGE,Not Verified,2 years,FL,Medium Income,0
20000,20000, 60 months,15.02,C,C3,80000.0,debt_consolidation,Current,19.37,476.01,RENT,Source Verified,6 years,TN,Medium Income,0
2500,2500, 36 months,13.56,C,C1,42000.0,other,Fully Paid,15.09,84.92,RENT,Not Verified,5 years,PA,Medium Income,0
5000,5000, 36 months,10.72,B,B2,50000.0,renewable_energy,Current,39.41,163.04,RENT,Source Verified,10+ years,OH,Medium Income,0
6000,6000, 36 months,8.19,A,A4,39000.0,debt_consolidation,Current,17.17,188.55,RENT,Source Verified,6 years,FL,Low Income,0
36000,36000, 60 months,11.8,B,B4,90000.0,credit_card,Current,37.94,797.17,MORTGAGE,Source Verified,10+ years,GA,High Income,0
16000,16000, 36 months,10.33,B,B1,65000.0,debt_consolidation,Current,15.27,518.76,MORTGAGE,Source Verified,4 years,GA,Medium Income,0
16000,16000, 60 months,22.35,D,D5,138300.0,debt_consolidation,Current,4.28,445.1,MORTGAGE,Not Verified,5 years,GA,Very High Income,0
8000,8000, 36 months,11.31,B,B3,60000.0,credit_card,Current,13.8,263.09,MORTGAGE,Not Verified,4 years,SC,Medium Income,0
2200,2200, 36 months,19.92,D,D3,30000.0,debt_consolidation,Current,2.72,81.68,OWN,Source Verified,< 1 year,FL,Low Income,0
7000,7000, 36 months,13.56,C,C1,30000.0,debt_consolidation,Current,12.6,237.76,RENT,Source Verified,1 year,TX,Low Income,0
10000,10000, 36 months,10.33,B,B1,65000.0,debt_consolidation,Current,9.89,324.23,MORTGAGE,Not Verified,< 1 year,NC,Medium Income,0
14000,14000, 36 months,14.47,C,C2,36000.0,credit_card,Current,28.1,481.69,MORTGAGE,Not Verified,10+ years,NE,Low Income,0
10000,10000, 36 months,13.56,C,C1,125000.0,home_improvement,Current,19.75,339.65,MORTGAGE,Not Verified,4 years,NY,Very High Income,0
8000,8000, 36 months,8.81,A,A5,55000.0,debt_consolidation,Current,13.05,253.7,MORTGAGE,Not Verified,3 years,VT,Medium Income,0
8000,8000, 36 months,8.19,A,A4,100000.0,debt_consolidation,Current,10.86,251.4,MORTGAGE,Source Verified,10+ years,MD,High Income,0
30000,30000, 36 months,7.56,A,A3,155000.0,credit_card,Current,4.33,934.02,MORTGAGE,Not Verified,7 years,IL,Very High Income,0
15000,15000, 36 months,16.14,C,C4,100000.0,major_purchase,Current,8.58,528.4,OWN,Not Verified,< 1 year,NM,High Income,0
16000,16000, 60 months,14.47,C,C2,78000.0,credit_card,Current,25.14,376.21,MORTGAGE,Source Verified,9 years,MD,Medium Income,0
32500,32500, 60 months,8.19,A,A4,94000.0,debt_consolidation,Current,11.95,661.95,MORTGAGE,Not Verified,10+ years,IN,High Income,0
8400,8400, 36 months,16.14,C,C4,50000.0,credit_card,Current,20.09,295.9,MORTGAGE,Source Verified,1 year,MD,Medium Income,0
20000,20000, 60 months,18.94,D,D2,68000.0,debt_consolidation,Current,35.23,518.16,MORTGAGE,Not Verified,2 years,UT,Medium Income,0
23000,23000, 60 months,14.47,C,C2,33000.0,credit_card,Current,44.33,540.8,RENT,Verified,3 years,IL,Low Income,0
4800,4800, 36 months,10.33,B,B1,80000.0,debt_consolidation,Current,17.37,155.63,OWN,Not Verified,5 years,NC,Medium Income,0
40000,40000, 60 months,8.19,A,A4,99000.0,credit_card,Current,21.75,814.7,MORTGAGE,Source Verified,10+ years,OH,High Income,0
3600,3600, 36 months,10.33,B,B1,26000.0,debt_consolidation,Current,14.33,116.73,RENT,Source Verified,< 1 year,OH,Low Income,0
36950,36950, 60 months,11.8,B,B4,284000.0,debt_consolidation,Current,3.95,818.21,RENT,Not Verified,1 year,CA,Very High Income,0
15000,15000, 36 months,7.02,A,A2,80000.0,credit_card,Current,6.41,463.3,MORTGAGE,Not Verified,9 years,GA,Medium Income,0
16800,16800, 60 months,11.8,B,B4,56000.0,debt_consolidation,Current,11.36,372.02,MORTGAGE,Not Verified,7 years,NJ,Medium Income,0
13000,13000, 36 months,7.02,A,A2,35000.0,debt_consolidation,Current,36.08,401.53,OWN,Source Verified,8 years,NV,Low Income,0
31200,31200, 60 months,11.8,B,B4,105000.0,credit_card,Current,27.47,690.88,MORTGAGE,Verified,10+ years,SC,High Income,0
25000,25000, 60 months,16.91,C,C5,130000.0,home_improvement,Current,21.05,620.11,MORTGAGE,Source Verified,10+ years,VA,Very High Income,0
30800,30800, 36 months,11.31,B,B3,105000.0,credit_card,Current,25.65,1012.89,MORTGAGE,Source Verified,10+ years,IL,High Income,0
16000,16000, 36 months,6.46,A,A1,80000.0,credit_card,Current,7.31,490.1,RENT,Source Verified,2 years,TX,Medium Income,0
3600,3600, 36 months,14.47,C,C2,52000.0,debt_consolidation,Current,16.43,123.87,MORTGAGE,Not Verified,2 years,WA,Medium Income,0
30000,30000, 36 months,7.02,A,A2,92000.0,major_purchase,Current,12.91,926.59,MORTGAGE,Not Verified,4 years,MO,High Income,0
1000,1000, 36 months,23.4,E,E1,39000.0,vacation,Current,10.18,38.92,MORTGAGE,Not Verified,4 years,CA,Low Income,0
16000,16000, 36 months,6.46,A,A1,110000.0,home_improvement,Current,4.21,490.1,MORTGAGE,Source Verified,10+ years,NY,High Income,0
16800,16800, 36 months,11.8,B,B4,47800.0,credit_card,Current,29.95,556.4,MORTGAGE,Not Verified,8 years,NE,Medium Income,0
6500,6500, 36 months,10.33,B,B1,42000.0,debt_consolidation,Current,27.69,210.75,MORTGAGE,Not Verified,< 1 year,IN,Medium Income,0
6500,6500, 36 months,6.46,A,A1,40000.0,credit_card,Current,13.92,199.11,MORTGAGE,Not Verified,3 years,OH,Low Income,0
12000,12000, 60 months,12.98,B,B5,55000.0,debt_consolidation,Current,21.73,272.92,RENT,Source Verified,< 1 year,CA,Medium Income,0
11500,11500, 36 months,8.19,A,A4,173370.0,credit_card,Current,25.29,361.38,MORTGAGE,Not Verified,10+ years,MN,Very High Income,0
40000,40000, 36 months,8.19,A,A4,55000.0,debt_consolidation,Current,16.08,1256.97,MORTGAGE,Not Verified,9 years,CA,Medium Income,0
31000,31000, 60 months,16.91,C,C5,52000.0,debt_consolidation,Current,30.39,768.94,RENT,Verified,1 year,AZ,Medium Income,0
20000,20000, 60 months,20.89,D,D4,38000.0,debt_consolidation,Current,26.03,539.84,RENT,Source Verified,10+ years,MS,Low Income,0
21000,21000, 60 months,15.02,C,C3,51000.0,debt_consolidation,Current,22.0,499.81,MORTGAGE,Not Verified,4 years,NH,Medium Income,0
10000,10000, 36 months,23.4,E,E1,90000.0,debt_consolidation,Current,15.2,389.19,MORTGAGE,Not Verified,2 years,MO,High Income,0
8400,8400, 36 months,6.46,A,A1,130000.0,credit_card,Current,25.86,257.3,MORTGAGE,Not Verified,10+ years,WV,Very High Income,0
30000,30000, 60 months,10.33,B,B1,75000.0,debt_consolidation,Current,7.89,642.3,MORTGAGE,Source Verified,1 year,NC,Medium Income,0
1600,1600, 36 months,8.81,A,A5,35000.0,credit_card,Current,4.7,50.74,RENT,Not Verified,7 years,KS,Low Income,0
13000,13000, 60 months,22.35,D,D5,32000.0,debt_consolidation,Current,19.5,361.64,RENT,Not Verified,2 years,VA,Low Income,0
25000,25000, 60 months,11.8,B,B4,50000.0,debt_consolidation,Current,25.71,553.59,OWN,Not Verified,1 year,NY,Medium Income,0
12000,12000, 60 months,24.37,E,E2,150000.0,credit_card,Current,11.58,347.8,MORTGAGE,Source Verified,2 years,CT,Very High Income,0
2000,2000, 36 months,16.91,C,C5,64600.0,debt_consolidation,Current,24.82,71.22,MORTGAGE,Not Verified,10+ years,PA,Medium Income,0
24000,24000, 60 months,10.72,B,B2,83000.0,credit_card,Current,17.51,518.48,RENT,Source Verified,10+ years,PA,High Income,0
13000,13000, 36 months,8.81,A,A5,120000.0,debt_consolidation,Current,7.3,412.25,MORTGAGE,Source Verified,5 years,NV,High Income,0
15000,15000, 36 months,8.81,A,A5,25000.0,credit_card,Current,1.2,475.68,OWN,Verified,4 years,IN,Low Income,0
18000,18000, 60 months,11.8,B,B4,68000.0,debt_consolidation,Current,13.87,398.59,RENT,Verified,10+ years,CA,Medium Income,0
23000,23000, 60 months,15.02,C,C3,78000.0,debt_consolidation,Current,16.54,547.41,RENT,Not Verified,10+ years,CA,Medium Income,0
12000,12000, 36 months,19.92,D,D3,42000.0,debt_consolidation,Current,27.49,445.48,RENT,Not Verified,< 1 year,CA,Medium Income,0
15000,15000, 60 months,13.56,C,C1,126000.0,credit_card,Current,15.64,345.62,OWN,Source Verified,< 1 year,FL,Very High Income,0
30000,30000, 60 months,18.94,D,D2,50000.0,debt_consolidation,Current,19.52,777.23,MORTGAGE,Verified,10+ years,FL,Medium Income,0
20000,20000, 60 months,8.19,A,A4,88000.0,credit_card,Current,7.39,407.35,MORTGAGE,Not Verified,10+ years,IL,High Income,0
